"Title",Rate,"Category",Year
"Diarios de motocicleta",7.8,"Adventure, Biography, Drama",2004
"Remember the Titans",7.8,"Biography, Drama, Sport",2000
"The Insider",7.8,"Biography, Drama, Thriller",1999
"October Sky",7.8,"Biography, Drama, Family",1999
"Ed Wood",7.8,"Biography, Comedy, Drama",1994
"Tombstone",7.8,"Action, Biography, Drama",1993
"Awakenings",7.8,"Biography, Drama",1990
"Glory",7.8,"Biography, Drama, History",1989
"The Killing Fields",7.8,"Biography, Drama, History",1984
"The Right Stuff",7.8,"Adventure, Biography, Drama",1983
"Bonnie and Clyde",7.8,"Action, Biography, Crime",1967
"M.S. Dhoni: The Untold Story",7.7,"Biography, Drama, Sport",2016
"The Theory of Everything",7.7,"Biography, Drama, Romance",2014
"The Social Network",7.7,"Biography, Drama",2010
"Argo",7.7,"Biography, Drama, Thriller",2012
"Frost/Nixon",7.7,"Biography, Drama, History",2008
"Changeling",7.7,"Biography, Crime, Drama",2008
"The Last King of Scotland",7.7,"Biography, Drama, History",2006
"Control",7.7,"Biography, Drama, Music",2007
"Finding Neverland",7.7,"Biography, Drama, Family",2004
"Donnie Brasco",7.7,"Biography, Crime, Drama",1997
"Shine",7.7,"Biography, Drama, Music",1996
"Il postino",7.7,"Biography, Comedy, Drama",1994
"Malcolm X",7.7,"Biography, Drama, History",1992
"The Last Emperor",7.7,"Biography, Drama, History",1987
"Serpico",7.7,"Biography, Crime, Drama",1973
"A Man for All Seasons",7.7,"Biography, Drama, History",1966
"Dark Waters",7.6,"Biography, Drama, History",2019
"Just Mercy",7.6,"Biography, Crime, Drama",2019
"Only the Brave",7.6,"Action, Biography, Drama",2017
"Philomena",7.6,"Biography, Comedy, Drama",2013
"127 Hours",7.6,"Biography, Drama",2010
"The Greatest Showman",7.6,"Biography, Drama, Musical",2017
"Moneyball",7.6,"Biography, Drama, Sport",2011
"Hunger",7.6,"Biography, Drama",2008
"The Blind Side",7.6,"Biography, Drama, Sport",2009
"La Vie En Rose",7.6,"Biography, Drama, Music",2007
"Huo Yuan Jia",7.6,"Action, Biography, Drama",2006
"The Great Debaters",7.6,"Biography, Drama, Romance",2007
"Sophie Scholl - Die letzten Tage",7.6,"Biography, Crime, Drama",2005
"Blow",7.6,"Biography, Crime, Drama",2001
"The Hurricane",7.6,"Biography, Drama, Sport",1999
"Chaplin",7.6,"Biography, Comedy, Drama",1992
"Escape from Alcatraz",7.6,"Biography, Crime, Drama",1979
"Midnight Express",7.6,"Biography, Crime, Drama",1978
"BlacKkKlansman",7.5,"Biography, Crime, Drama",2018
"I, Tonya",7.5,"Biography, Comedy, Drama",2017
"The Favourite",7.5,"Biography, Comedy, Drama",2018
"Richard Jewell",7.5,"Biography, Crime, Drama",2019
"Trumbo",7.5,"Biography, Drama",2015
"Fruitvale Station",7.5,"Biography, Crime, Drama",2013
"Saving Mr. Banks",7.5,"Biography, Comedy, Drama",2013
"Yip Man 2",7.5,"Action, Biography, Drama",2010
"En kongelig affære",7.5,"Biography, Drama, History",2012
"L'instinct de mort",7.5,"Action, Biography, Crime",2008
"The Damned United",7.5,"Biography, Drama, Sport",2009
"Lone Survivor",7.5,"Action, Biography, Drama",2013
"Freedom Writers",7.5,"Biography, Crime, Drama",2007
"42",7.5,"Biography, Drama, Sport",2013
"The Assassination of Jesse James by the Coward Robert Ford",7.5,"Biography, Crime, Drama",2007
"L'ennemi public n°1",7.5,"Action, Biography, Crime",2008
"Miracle",7.5,"Biography, Drama, History",2004
"The Aviator",7.5,"Biography, Drama",2004
"Boys Don't Cry",7.5,"Biography, Crime, Drama",1999
"Quiz Show",7.5,"Biography, Drama, History",1994
"Rudy",7.5,"Biography, Drama, Sport",1993
"Henry V",7.5,"Action, Biography, Drama",1989
"Darkest Hour",7.4,"Biography, Drama, Family",2017
"Molly's Game",7.4,"Biography, Crime, Drama",2017
"The Disaster Artist",7.4,"Biography, Comedy, Drama",2017
"Sully",7.4,"Biography, Drama",2016
"The Good Lie",7.4,"Biography, Drama",2014
"McFarland, USA",7.4,"Biography, Drama, Sport",2015
"Eddie the Eagle",7.4,"Biography, Comedy, Drama",2015
"Love & Mercy",7.4,"Biography, Drama, Music",2014
"Der Baader Meinhof Komplex",7.4,"Action, Biography, Crime",2008
"Good Night, and Good Luck.",7.4,"Biography, Drama, History",2005
"The Greatest Game Ever Played",7.4,"Biography, Drama, Sport",2005
"American Splendor",7.4,"Biography, Comedy, Drama",2003
"Rabbit-Proof Fence",7.4,"Adventure, Biography, Drama",2002
"Elizabeth",7.4,"Biography, Drama, History",1998
"Man on the Moon",7.4,"Biography, Comedy, Drama",1999
"Gods and Monsters",7.4,"Biography, Drama",1998
"Frida",7.4,"Biography, Drama, Romance",2002
"Searching for Bobby Fischer",7.4,"Biography, Drama",1993
"Dolemite Is My Name",7.3,"Biography, Comedy, Drama",2019
"The Professor and the Madman",7.3,"Biography, Drama",2019
"Snowden",7.3,"Biography, Crime, Drama",2016
"A Street Cat Named Bob",7.3,"Biography, Drama, Family",2016
"The End of the Tour",7.3,"Biography, Drama",2015
"A Beautiful Day in the Neighborhood",7.3,"Biography, Drama",2019
"Woman in Gold",7.3,"Biography, Drama, History",2015
"Belle",7.3,"Biography, Drama, Romance",2013
"American Sniper",7.3,"Action, Biography, Drama",2014
"Testament of Youth",7.3,"Biography, Drama, History",2014
"First Man",7.3,"Biography, Drama, History",2018
"Invictus",7.3,"Biography, Drama, History",2009
"Max Manus",7.3,"Action, Biography, Drama",2008
"The Young Victoria",7.3,"Biography, Drama, History",2009
"An American Crime",7.3,"Biography, Crime, Drama",2007
"Rescue Dawn",7.3,"Action, Biography, Drama",2006
"Lincoln",7.3,"Biography, Drama, History",2012
"The Queen",7.3,"Biography, Drama, History",2006
"Coach Carter",7.3,"Biography, Drama, Sport",2005
"Capote",7.3,"Biography, Crime, Drama",2005
"Monster",7.3,"Biography, Crime, Drama",2003
"24 Hour Party People",7.3,"Biography, Comedy, Drama",2002
"Erin Brockovich",7.3,"Biography, Drama",2000
"Quills",7.3,"Biography, Drama",2000
"Girl, Interrupted",7.3,"Biography, Drama",1999
"Antwone Fisher",7.3,"Biography, Drama",2002
"Amistad",7.3,"Biography, Drama, History",1997
"The People vs. Larry Flynt",7.3,"Biography, Drama",1996
"The Basketball Diaries",7.3,"Biography, Crime, Drama",1995
"Heavenly Creatures",7.3,"Biography, Crime, Drama",1994
"This Boy's Life",7.3,"Biography, Drama",1993
"Good Morning, Vietnam",7.3,"Biography, Comedy, Drama",1987
"The Post",7.2,"Biography, Drama, History",2017
"The Founder",7.2,"Biography, Drama",2016
"Anthropoid",7.2,"Action, Biography, Drama",2016
"American Made",7.2,"Action, Biography, Comedy",2017
"Stan & Ollie",7.2,"Biography, Comedy, Drama",2018
"Steve Jobs",7.2,"Biography, Drama",2015
"The Sessions",7.2,"Biography, Comedy, Drama",2012
"Chasing Mavericks",7.2,"Biography, Drama, Sport",2012
"Kon-Tiki",7.2,"Adventure, Biography, Drama",2012
"Agora",7.2,"Adventure, Biography, Drama",2009
"Secretariat",7.2,"Biography, Drama, Family",2010
"Che: Part One",7.2,"Biography, Drama, History",2008
"The Man Who Knew Infinity",7.2,"Biography, Drama",2015
"Mongol",7.2,"Action, Biography, Drama",2007
"Glory Road",7.2,"Biography, Drama, Sport",2006
"Chopper",7.2,"Biography, Crime, Drama",2000
"Men of Honor",7.2,"Biography, Drama",2000
"Michael Collins",7.2,"Biography, Drama, Thriller",1996
"The Doors",7.2,"Biography, Drama, Music",1991
"Born on the Fourth of July",7.2,"Biography, Drama, War",1989
"Out of Africa",7.2,"Biography, Drama, Romance",1985
"Mask",7.2,"Biography, Drama",1985
"Chariots of Fire",7.2,"Biography, Drama, Sport",1981
"Fighting with My Family",7.1,"Biography, Comedy, Drama",2019
"Can You Ever Forgive Me?",7.1,"Biography, Comedy, Crime",2018
"Colonia",7.1,"Biography, Drama, History",2015
"Concussion",7.1,"Biography, Drama, Sport",2015
"Yip Man 3",7.1,"Action, Biography, Drama",2015
"Everest",7.1,"Action, Adventure, Biography",2015
"The Glass Castle",7.1,"Biography, Drama",2017
"Mandela: Long Walk to Freedom",7.1,"Biography, Drama, History",2013
"The Railway Man",7.1,"Biography, Drama, Romance",2013
"War Dogs",7.1,"Biography, Comedy, Crime",2016
"Yip Man chin chyun",7.1,"Action, Biography, Drama",2010
"Kill the Irishman",7.1,"Biography, Crime, Drama",2011
"The Devil's Double",7.1,"Biography, Drama, Thriller",2011
"Nowhere Boy",7.1,"Biography, Drama, Music",2009
"Bronson",7.1,"Action, Biography, Crime",2008
"The Whistleblower",7.1,"Biography, Crime, Drama",2010
"The Danish Girl",7.1,"Biography, Drama, Romance",2015
"Invincible",7.1,"Biography, Drama, Sport",2006
"Becoming Jane",7.1,"Biography, Drama, Romance",2007
"Lords of Dogtown",7.1,"Biography, Drama, Sport",2005
"Seven Years in Tibet",7.1,"Adventure, Biography, Drama",1997
"Nixon",7.1,"Biography, Drama, History",1995
"Alive",7.1,"Adventure, Biography, Drama",1993
"American Animals",7.0,"Biography, Crime, Drama",2018
"Loving",7.0,"Biography, Drama, Romance",2016
"Danny Collins",7.0,"Biography, Comedy, Drama",2015
"The Zookeeper's Wife",7.0,"Biography, Drama, History",2017
"My Week with Marilyn",7.0,"Biography, Drama",2011
"Million Dollar Arm",7.0,"Biography, Drama, Sport",2014
"Soul Surfer",7.0,"Biography, Drama, Family",2011
"Pawn Sacrifice",7.0,"Biography, Drama, Sport",2014
"The Infiltrator",7.0,"Biography, Crime, Drama",2016
"Behind the Candelabra",7.0,"Biography, Drama, Music",2013
"Public Enemies",7.0,"Biography, Crime, Drama",2009
"Julie & Julia",7.0,"Biography, Drama, Romance",2009
"Foxcatcher",7.0,"Biography, Drama, Sport",2014
"The Dirt",7.0,"Biography, Comedy, Drama",2019
"Charlie Wilson's War",7.0,"Biography, Comedy, Drama",2007
"Find Me Guilty",7.0,"Biography, Comedy, Crime",2006
"Jarhead",7.0,"Action, Biography, Drama",2005
"Breach",7.0,"Biography, Crime, Drama",2007
"Kinsey",7.0,"Biography, Drama, Romance",2004
"Confessions of a Dangerous Mind",7.0,"Biography, Comedy, Crime",2002
"Pollock",7.0,"Biography, Drama",2000
"Kundun",7.0,"Biography, Drama, History",1997
"Dragon: The Bruce Lee Story",7.0,"Action, Biography, Drama",1993
"Henry: Portrait of a Serial Killer",7.0,"Biography, Crime, Drama",1986
"Sid and Nancy",7.0,"Biography, Drama, Music",1986
"Cleopatra",7.0,"Biography, Drama, History",1963
"Boy Erased",6.9,"Biography, Drama",2018
"At Eternity's Gate",6.9,"Biography, Drama",2018
"Outlaw King",6.9,"Action, Biography, Drama",2018
"Borg McEnroe",6.9,"Biography, Drama, Sport",2017
"The 33",6.9,"Biography, Drama, History",2015
"The Highwaymen",6.9,"Biography, Crime, Drama",2019
"In the Heart of the Sea",6.9,"Action, Adventure, Biography",2015
"Black Mass",6.9,"Biography, Crime, Drama",2015
"Kill the Messenger",6.9,"Biography, Crime, Drama",2014
"Free State of Jones",6.9,"Action, Biography, Drama",2016
"The Duchess",6.9,"Biography, Drama, History",2008
"Miss Potter",6.9,"Biography, Drama",2006
"Goya's Ghosts",6.9,"Biography, Drama, History",2006
"Alpha Dog",6.9,"Biography, Crime, Drama",2006
"Gridiron Gang",6.9,"Biography, Crime, Drama",2006
"The Stanford Prison Experiment",6.9,"Biography, Drama, History",2015
"Che: Part Two",6.9,"Biography, Drama, History",2008
"I'm Not There",6.9,"Biography, Drama, Music",2007
"Girl with a Pearl Earring",6.9,"Biography, Drama, Romance",2003
"Radio",6.9,"Biography, Drama, Sport",2003
"Bully",6.9,"Biography, Crime, Drama",2001
"Private Parts",6.9,"Biography, Comedy, Drama",1997
"Rob Roy",6.9,"Adventure, Biography, Drama",1995
"La Bamba",6.9,"Biography, Drama, Music",1987
"Bombshell",6.8,"Biography, Drama",2019
"Victoria & Abdul",6.8,"Biography, Drama, History",2017
"All the Money in the World",6.8,"Biography, Crime, Drama",2017
"Florence Foster Jenkins",6.8,"Biography, Comedy, Drama",2016
"Tolkien",6.8,"Biography, Drama, Romance",2019
"Jersey Boys",6.8,"Biography, Drama, Music",2014
"Bernie",6.8,"Biography, Comedy, Crime",2011
"Machine Gun Preacher",6.8,"Action, Biography, Crime",2011
"The Iceman",6.8,"Biography, Crime, Drama",2012
"Hitchcock",6.8,"Biography, Drama, Romance",2012
"Elizabeth: The Golden Age",6.8,"Biography, Drama, History",2007
"Ali",6.8,"Biography, Drama, Sport",2001
"Patch Adams",6.8,"Biography, Comedy, Drama",1998
"Bugsy",6.8,"Biography, Crime, Drama",1991
"Bloodsport",6.8,"Action, Biography, Drama",1988
"Battle of the Sexes",6.7,"Biography, Comedy, Drama",2017
"The Old Man & the Gun",6.7,"Biography, Comedy, Crime",2018
"Hysteria",6.7,"Biography, Comedy, Romance",2011
"Taking Woodstock",6.7,"Biography, Comedy, Drama",2009
"Coco avant Chanel",6.7,"Biography, Drama",2009
"The Soloist",6.7,"Biography, Drama, Music",2009
"Notorious",6.7,"Biography, Crime, Drama",2009
"The Other Boleyn Girl",6.7,"Biography, Drama, History",2008
"The New World",6.7,"Biography, Drama, History",2005
"Hidalgo",6.7,"Action, Adventure, Biography",2004
"Wyatt Earp",6.7,"Adventure, Biography, Crime",1994
"Operation Finale",6.6,"Biography, Drama, History",2018
"Whiskey Tango Foxtrot",6.6,"Biography, Comedy, Drama",2016
"Extremely Wicked, Shockingly Evil and Vile",6.6,"Biography, Crime, Drama",2019
"Yi dai zong shi",6.6,"Action, Biography, Drama",2013
"The Lost City of Z",6.6,"Biography, Drama, History",2016
"I Love You Phillip Morris",6.6,"Biography, Comedy, Crime",2009
"A Mighty Heart",6.6,"Biography, Drama, History",2007
"Imperium",6.5,"Biography, Crime, Drama",2016
"J. Edgar",6.5,"Biography, Drama, Romance",2011
"Kill Your Darlings",6.5,"Biography, Drama, Romance",2013
"The Runaways",6.5,"Biography, Drama, Music",2010
"Hollywoodland",6.5,"Biography, Crime, Drama",2006
"Ned Kelly",6.5,"Action, Adventure, Biography",2003
"Riding in Cars with Boys",6.5,"Biography, Comedy, Drama",2001
"Dangerous Minds",6.5,"Biography, Drama",1995
"1492: Conquest of Paradise",6.5,"Adventure, Biography, Drama",1992
"A Dangerous Method",6.4,"Biography, Drama, Romance",2011
"The Informant!",6.4,"Biography, Comedy, Crime",2009
"The Iron Lady",6.4,"Biography, Drama",2011
"How to Lose Friends & Alienate People",6.4,"Biography, Comedy, Drama",2008
"Marie Antoinette",6.4,"Biography, Drama, History",2006
"Joan of Arc",6.4,"Adventure, Biography, Drama",1999
"Mary Queen of Scots",6.3,"Biography, Drama, History",2018
"The Libertine",6.3,"Biography, Drama, History",2004
"Evita",6.3,"Biography, Drama, History",1996
"The Fifth Estate",6.2,"Biography, Crime, Drama",2013
"Lovelace",6.2,"Biography, Drama",2013
"Jobs",5.9,"Biography, Drama",2013
"Domino",5.9,"Action, Biography, Crime",2005
"Heaven Is for Real",5.8,"Biography, Drama, Family",2014
"Eat Pray Love",5.8,"Biography, Drama, Romance",2010
"The Bling Ring",5.6,"Biography, Crime, Drama",2013
"Alexander",5.6,"Action, Biography, Drama",2004
"Winchester",5.4,"Biography, Drama, Fantasy",2018
"Get Rich or Die Tryin'",5.4,"Biography, Crime, Drama",2005
"The 15:17 to Paris",5.2,"Biography, Drama, Thriller",2018
"Reis",1.4,"Biography, Drama",2017
