"Title",Rate,"Category",Year
"Toy Story 4",7.8,"Animation, Adventure, Comedy",2019
"How to Train Your Dragon 2",7.8,"Animation, Action, Adventure",2014
"Toki o kakeru shôjo",7.8,"Animation, Adventure, Comedy",2006
"Tôkyô goddofâzâzu",7.8,"Animation, Adventure, Comedy",2003
"Les triplettes de Belleville",7.8,"Animation, Comedy, Drama",2003
"Waking Life",7.8,"Animation, Drama, Fantasy",2001
"Shrek",7.8,"Animation, Adventure, Comedy",2001
"Batman: Mask of the Phantasm",7.8,"Animation, Action, Crime",1993
"Majo no takkyûbin",7.8,"Animation, Adventure, Drama",1989
"Fantasia",7.8,"Animation, Family, Fantasy",1940
"Omoide no Mânî",7.7,"Animation, Drama, Family",2014
"Wreck-It Ralph",7.7,"Animation, Adventure, Comedy",2012
"Le Petit Prince",7.7,"Animation, Adventure, Drama",2015
"The Lego Movie",7.7,"Animation, Action, Adventure",2014
"Gake no ue no Ponyo",7.7,"Animation, Adventure, Comedy",2008
"Papurika",7.7,"Animation, Drama, Fantasy",2006
"Tangled",7.7,"Animation, Adventure, Comedy",2010
"Coraline",7.7,"Animation, Drama, Family",2009
"Vampire Hunter D: Bloodlust",7.7,"Animation, Action, Fantasy",2000
"South Park: Bigger, Longer & Uncut",7.7,"Animation, Comedy, Fantasy",1999
"Kurenai no buta",7.7,"Animation, Adventure, Comedy",1992
"Who Framed Roger Rabbit",7.7,"Animation, Adventure, Comedy",1988
"Rupan sansei: Kariosutoro no shiro",7.7,"Animation, Adventure, Family",1979
"Incredibles 2",7.6,"Animation, Action, Adventure",2018
"Kari-gurashi no Arietti",7.6,"Animation, Adventure, Family",2010
"Despicable Me",7.6,"Animation, Comedy, Family",2010
"Byôsoku 5 senchimêtoru",7.6,"Animation, Drama, Family",2007
"The Secret of Kells",7.6,"Animation, Adventure, Family",2009
"Mulan",7.6,"Animation, Adventure, Family",1998
"The Little Mermaid",7.6,"Animation, Family, Fantasy",1989
"The Secret of NIMH",7.6,"Animation, Adventure, Drama",1982
"Watership Down",7.6,"Animation, Adventure, Drama",1978
"The Many Adventures of Winnie the Pooh",7.6,"Animation, Adventure, Comedy",1977
"Robin Hood",7.6,"Animation, Adventure, Comedy",1973
"The Jungle Book",7.6,"Animation, Adventure, Family",1967
"Snow White and the Seven Dwarfs",7.6,"Animation, Family, Fantasy",1937
"La tortue rouge",7.5,"Animation, Family, Fantasy",2016
"Koto no ha no niwa",7.5,"Animation, Drama, Romance",2013
"How to Train Your Dragon: The Hidden World",7.5,"Animation, Action, Adventure",2019
"Samâ uôzu",7.5,"Animation, Action, Adventure",2009
"L'illusionniste",7.5,"Animation, Drama, Family",2010
"Kung Fu Panda",7.5,"Animation, Action, Adventure",2008
"Inosensu: Innocence",7.5,"Animation, Drama, Sci-Fi",2004
"Ice Age",7.5,"Animation, Adventure, Comedy",2002
"Kokuriko-zaka kara",7.4,"Animation, Drama, Family",2011
"The Curse of the Were-Rabbit",7.4,"Animation, Adventure, Comedy",2005
"The Land Before Time",7.4,"Animation, Adventure, Drama",1988
"Alice in Wonderland",7.4,"Animation, Adventure, Family",1951
"Pinocchio",7.4,"Animation, Comedy, Family",1940
"The Lego Batman Movie",7.3,"Animation, Action, Comedy",2017
"Shaun the Sheep Movie",7.3,"Animation, Adventure, Comedy",2015
"Anomalisa",7.3,"Animation, Comedy, Drama",2015
"Finding Dory",7.3,"Animation, Adventure, Comedy",2016
"The Book of Life",7.3,"Animation, Adventure, Comedy",2014
"Despicable Me 2",7.3,"Animation, Adventure, Comedy",2013
"Monsters University",7.3,"Animation, Adventure, Comedy",2013
"Rise of the Guardians",7.3,"Animation, Action, Adventure",2012
"The Adventures of Tintin",7.3,"Animation, Action, Adventure",2011
"The Simpsons Movie",7.3,"Animation, Adventure, Comedy",2007
"Corpse Bride",7.3,"Animation, Drama, Family",2005
"The Emperor's New Groove",7.3,"Animation, Adventure, Comedy",2000
"Tarzan",7.3,"Animation, Adventure, Family",1999
"Hercules",7.3,"Animation, Adventure, Comedy",1997
"The Transformers: The Movie",7.3,"Animation, Action, Adventure",1986
"The Fox and the Hound",7.3,"Animation, Adventure, Drama",1981
"Lady and the Tramp",7.3,"Animation, Adventure, Comedy",1955
"Peter Pan",7.3,"Animation, Adventure, Family",1953
"Cinderella",7.3,"Animation, Family, Fantasy",1950
"Bambi",7.3,"Animation, Drama, Family",1942
"Dragon Ball Z: Doragon bôru Z - Kami to Kami",7.2,"Animation, Action, Adventure",2013
"Kung Fu Panda 2",7.2,"Animation, Action, Adventure",2011
"Rango",7.2,"Animation, Adventure, Comedy",2011
"Megamind",7.2,"Animation, Action, Comedy",2010
"The Croods",7.2,"Animation, Action, Adventure",2013
"Fainaru fantajî sebun adobento chirudoren",7.2,"Animation, Action, Adventure",2005
"Neko no ongaeshi",7.2,"Animation, Adventure, Comedy",2002
"Shrek 2",7.2,"Animation, Adventure, Comedy",2004
"Lilo & Stitch",7.2,"Animation, Adventure, Comedy",2002
"Treasure Planet",7.2,"Animation, Adventure, Family",2002
"Fantasia 2000",7.2,"Animation, Comedy, Family",1999
"A Bug's Life",7.2,"Animation, Adventure, Comedy",1998
"Anastasia",7.2,"Animation, Adventure, Drama",1997
"The Great Mouse Detective",7.2,"Animation, Adventure, Family",1986
"The Sword in the Stone",7.2,"Animation, Adventure, Comedy",1963
"One Hundred and One Dalmatians",7.2,"Animation, Adventure, Comedy",1961
"Sleeping Beauty",7.2,"Animation, Family, Fantasy",1959
"Dumbo",7.2,"Animation, Drama, Family",1941
"Ralph Breaks the Internet",7.1,"Animation, Adventure, Comedy",2018
"Sing",7.1,"Animation, Comedy, Family",2016
"The Peanuts Movie",7.1,"Animation, Comedy, Family",2015
"Kung Fu Panda 3",7.1,"Animation, Action, Adventure",2016
"Arthur Christmas",7.1,"Animation, Adventure, Comedy",2011
"Brave",7.1,"Animation, Adventure, Comedy",2012
"Hotel Transylvania",7.1,"Animation, Comedy, Family",2012
"The Princess and the Frog",7.1,"Animation, Adventure, Comedy",2009
"A Scanner Darkly",7.1,"Animation, Crime, Drama",2006
"The SpongeBob SquarePants Movie",7.1,"Animation, Adventure, Comedy",2004
"Cars",7.1,"Animation, Comedy, Family",2006
"Spirit: Stallion of the Cimarron",7.1,"Animation, Adventure, Drama",2002
"The Prince of Egypt",7.1,"Animation, Adventure, Drama",1998
"Balto",7.1,"Animation, Adventure, Drama",1995
"Bedknobs and Broomsticks",7.1,"Animation, Adventure, Comedy",1971
"The AristoCats",7.1,"Animation, Adventure, Comedy",1970
"ParaNorman",7.0,"Animation, Adventure, Comedy",2012
"Enchanted",7.0,"Animation, Comedy, Family",2007
"Chicken Run",7.0,"Animation, Adventure, Comedy",2000
"The Lion King",6.9,"Animation, Adventure, Drama",2019
"Frozen II",6.9,"Animation, Adventure, Comedy",2019
"Rio",6.9,"Animation, Adventure, Comedy",2011
"Legend of the Guardians: The Owls of Ga'Hoole",6.9,"Animation, Action, Adventure",2010
"Frankenweenie",6.9,"Animation, Comedy, Family",2012
"Ice Age: Dawn of the Dinosaurs",6.9,"Animation, Adventure, Comedy",2009
"Cloudy with a Chance of Meatballs",6.9,"Animation, Adventure, Comedy",2009
"Madagascar",6.9,"Animation, Adventure, Comedy",2005
"Atlantis: The Lost Empire",6.9,"Animation, Action, Adventure",2001
"The Road to El Dorado",6.9,"Animation, Adventure, Comedy",2000
"The Hunchback of Notre Dame",6.9,"Animation, Drama, Family",1996
"The Rescuers Down Under",6.9,"Animation, Adventure, Crime",1990
"An American Tail",6.9,"Animation, Adventure, Comedy",1986
"The Rescuers",6.9,"Animation, Adventure, Comedy",1977
"Storks",6.8,"Animation, Adventure, Comedy",2016
"Madagascar 3: Europe's Most Wanted",6.8,"Animation, Adventure, Comedy",2012
"A Christmas Carol",6.8,"Animation, Drama, Family",2009
"Mr. Peabody & Sherman",6.8,"Animation, Adventure, Comedy",2014
"The Boxtrolls",6.8,"Animation, Adventure, Comedy",2014
"Horton Hears a Who!",6.8,"Animation, Adventure, Comedy",2008
"Ice Age: The Meltdown",6.8,"Animation, Adventure, Comedy",2006
"Bolt",6.8,"Animation, Adventure, Comedy",2008
"Meet the Robinsons",6.8,"Animation, Adventure, Comedy",2007
"Brother Bear",6.8,"Animation, Adventure, Comedy",2003
"Beavis and Butt-Head Do America",6.8,"Animation, Adventure, Comedy",1996
"A Goofy Movie",6.8,"Animation, Adventure, Comedy",1995
"All Dogs Go to Heaven",6.8,"Animation, Comedy, Drama",1989
"Cars 3",6.7,"Animation, Adventure, Comedy",2017
"Ferdinand",6.7,"Animation, Adventure, Comedy",2017
"Hotel Transylvania 2",6.7,"Animation, Comedy, Family",2015
"The Good Dinosaur",6.7,"Animation, Adventure, Comedy",2015
"Penguins of Madagascar",6.7,"Animation, Adventure, Comedy",2014
"The Pirates! In an Adventure with Scientists!",6.7,"Animation, Adventure, Comedy",2012
"Epic",6.7,"Animation, Adventure, Family",2013
"Surf's Up",6.7,"Animation, Comedy, Family",2007
"Over the Hedge",6.7,"Animation, Adventure, Comedy",2006
"Sinbad: Legend of the Seven Seas",6.7,"Animation, Adventure, Family",2003
"James and the Giant Peach",6.7,"Animation, Adventure, Family",1996
"Oliver & Company",6.7,"Animation, Adventure, Comedy",1988
"Heavy Metal",6.7,"Animation, Adventure, Fantasy",1981
"Smallfoot",6.6,"Animation, Adventure, Comedy",2018
"The Lego Movie 2: The Second Part",6.6,"Animation, Action, Adventure",2019
"Ice Age: Continental Drift",6.6,"Animation, Adventure, Comedy",2012
"Madagascar: Escape 2 Africa",6.6,"Animation, Adventure, Comedy",2008
"Puss in Boots",6.6,"Animation, Adventure, Comedy",2011
"Flushed Away",6.6,"Animation, Adventure, Comedy",2006
"Monster House",6.6,"Animation, Adventure, Comedy",2006
"The Polar Express",6.6,"Animation, Adventure, Comedy",2004
"Titan A.E.",6.6,"Animation, Action, Adventure",2000
"The Secret Life of Pets 2",6.5,"Animation, Adventure, Comedy",2019
"The Secret Life of Pets",6.5,"Animation, Adventure, Comedy",2016
"Trolls",6.5,"Animation, Adventure, Comedy",2016
"Biohazard Regeneration",6.5,"Animation, Action, Horror",2008
"Gedo senki",6.5,"Animation, Adventure, Fantasy",2006
"Dinosaur",6.5,"Animation, Adventure, Family",2000
"Antz",6.5,"Animation, Adventure, Comedy",1998
"FernGully: The Last Rainforest",6.5,"Animation, Adventure, Family",1992
"Batman: The Killing Joke",6.4,"Animation, Action, Crime",2016
"Minions",6.4,"Animation, Adventure, Comedy",2015
"Cloudy with a Chance of Meatballs 2",6.4,"Animation, Adventure, Comedy",2013
"Turbo",6.4,"Animation, Adventure, Comedy",2013
"The Lorax",6.4,"Animation, Adventure, Comedy",2012
"Monsters vs. Aliens",6.4,"Animation, Action, Adventure",2009
"Hoodwinked!",6.4,"Animation, Comedy, Crime",2005
"Happy Feet",6.4,"Animation, Adventure, Comedy",2006
"Final Fantasy: The Spirits Within",6.4,"Animation, Action, Adventure",2001
"Space Jam",6.4,"Animation, Adventure, Comedy",1996
"The Black Cauldron",6.4,"Animation, Action, Adventure",1985
"Hotel Transylvania 3: Summer Vacation",6.3,"Animation, Adventure, Comedy",2018
"The Boss Baby",6.3,"Animation, Adventure, Comedy",2017
"Despicable Me 3",6.3,"Animation, Adventure, Comedy",2017
"The Grinch",6.3,"Animation, Comedy, Family",2018
"Rio 2",6.3,"Animation, Adventure, Comedy",2014
"Angry Birds",6.3,"Animation, Action, Adventure",2016
"Shrek Forever After",6.3,"Animation, Adventure, Comedy",2010
"Astro Boy",6.3,"Animation, Action, Comedy",2009
"Robots",6.3,"Animation, Adventure, Comedy",2005
"Gekijô-ban poketto monsutâ - Myûtsû no gyakushû",6.3,"Animation, Action, Adventure",1998
"Osmosis Jones",6.3,"Animation, Action, Adventure",2001
"TMNT",6.2,"Animation, Action, Adventure",2007
"Beowulf",6.2,"Animation, Action, Adventure",2007
"The Lord of the Rings",6.2,"Animation, Adventure, Fantasy",1978
"Sausage Party",6.1,"Animation, Adventure, Comedy",2016
"Cars 2",6.1,"Animation, Adventure, Comedy",2011
"The Tale of Despereaux",6.1,"Animation, Adventure, Comedy",2008
"Shrek the Third",6.1,"Animation, Adventure, Comedy",2007
"Open Season",6.1,"Animation, Adventure, Comedy",2006
"Bee Movie",6.1,"Animation, Adventure, Comedy",2007
"The SpongeBob Movie: Sponge Out of Water",6.0,"Animation, Adventure, Comedy",2015
"Planet 51",6.0,"Animation, Adventure, Comedy",2009
"Arthur et les Minimoys",6.0,"Animation, Adventure, Comedy",2006
"Shark Tale",6.0,"Animation, Adventure, Comedy",2004
"Jimmy Neutron: Boy Genius",6.0,"Animation, Action, Adventure",2001
"Happy Feet Two",5.9,"Animation, Adventure, Comedy",2011
"Star Wars: The Clone Wars",5.9,"Animation, Action, Adventure",2008
"Gnomeo & Juliet",5.9,"Animation, Adventure, Comedy",2011
"The Ant Bully",5.8,"Animation, Adventure, Comedy",2006
"Ice Age: Collision Course",5.7,"Animation, Adventure, Comedy",2016
"Planes",5.7,"Animation, Adventure, Comedy",2013
"Chicken Little",5.7,"Animation, Adventure, Comedy",2005
"Looney Tunes: Back in Action",5.7,"Animation, Adventure, Comedy",2003
"Barnyard",5.5,"Animation, Adventure, Comedy",2006
"Stuart Little 2",5.5,"Animation, Adventure, Comedy",2002
"Hop",5.4,"Animation, Adventure, Comedy",2011
"The Smurfs",5.4,"Animation, Adventure, Comedy",2011
"The Smurfs 2",5.3,"Animation, Adventure, Comedy",2013
"Alvin and the Chipmunks",5.2,"Animation, Comedy, Family",2007
"Garfield: A Tale of Two Kitties",5.0,"Animation, Adventure, Comedy",2006
"Garfield",5.0,"Animation, Comedy, Family",2004
"Alvin and the Chipmunks: The Squeakquel",4.5,"Animation, Comedy, Family",2009
"Alvin and the Chipmunks: Chipwrecked",4.3,"Animation, Adventure, Comedy",2011
"The Emoji Movie",3.3,"Animation, Adventure, Comedy",2017
