"Title",Rate,"Category",Year
"Casino",8.2,"Crime, Drama",1995
"Unforgiven",8.2,"Drama, Western",1992
"Ran",8.2,"Action, Drama, War",1985
"Raging Bull",8.2,"Biography, Drama, Sport",1980
"Stalker",8.2,"Drama, Sci-Fi",1979
"The Message",8.2,"Biography, Drama, History",1976
"Sholay",8.2,"Action, Adventure, Comedy",1975
"Chinatown",8.2,"Drama, Mystery, Thriller",1974
"The Great Escape",8.2,"Adventure, Drama, History",1963
"To Kill a Mockingbird",8.2,"Crime, Drama",1962
"Yôjinbô",8.2,"Action, Drama, Thriller",1961
"Judgment at Nuremberg",8.2,"Drama, War",1961
"Smultronstället",8.2,"Drama, Romance",1957
"Det sjunde inseglet",8.2,"Drama, Fantasy",1957
"Tôkyô monogatari",8.2,"Drama",1953
"Rashômon",8.2,"Crime, Drama, Mystery",1950
"All About Eve",8.2,"Drama",1950
"The Treasure of the Sierra Madre",8.2,"Adventure, Drama, Western",1948
"The Gold Rush",8.2,"Adventure, Comedy, Drama",1925
"Portrait de la jeune fille en feu",8.1,"Drama, Romance",2019
"Ah-ga-ssi",8.1,"Drama, Romance, Thriller",2016
"Haider",8.1,"Action, Crime, Drama",2014
"Logan",8.1,"Action, Drama, Sci-Fi",2017
"Relatos salvajes",8.1,"Comedy, Drama, Thriller",2014
"Kis Uykusu",8.1,"Drama",2014
"Bãhubali: The Beginning",8.1,"Action, Drama",2015
"PK",8.1,"Comedy, Drama, Fantasy",2014
"OMG: Oh My God!",8.1,"Comedy, Drama, Fantasy",2012
"Gone Girl",8.1,"Drama, Mystery, Thriller",2014
"Ookami kodomo no Ame to Yuki",8.1,"Animation, Drama, Family",2012
"Hacksaw Ridge",8.1,"Biography, Drama, History",2016
"Barfi!",8.1,"Comedy, Drama, Romance",2012
"12 Years a Slave",8.1,"Biography, Drama, History",2013
"Ford v Ferrari",8.1,"Action, Biography, Drama",2019
"Song of the Sea",8.1,"Animation, Adventure, Drama",2014
"Zindagi Na Milegi Dobara",8.1,"Comedy, Drama",2011
"The Help",8.1,"Drama",2011
"Prisoners",8.1,"Crime, Drama, Mystery",2013
"A Wednesday",8.1,"Crime, Drama, Mystery",2008
"Gran Torino",8.1,"Drama",2008
"Harry Potter and the Deathly Hallows: Part 2",8.1,"Adventure, Drama, Fantasy",2011
"Okuribito",8.1,"Drama, Music",2008
"Hachi: A Dog's Tale",8.1,"Drama, Family",2009
"Mary and Max",8.1,"Animation, Comedy, Drama",2009
"Tropa de Elite",8.1,"Action, Crime, Drama",2007
"Into the Wild",8.1,"Adventure, Biography, Drama",2007
"No Country for Old Men",8.1,"Crime, Drama, Thriller",2007
"Lage Raho Munna Bhai",8.1,"Comedy, Drama, Romance",2006
"Million Dollar Baby",8.1,"Drama, Sport",2004
"Hotel Rwanda",8.1,"Biography, Drama, History",2004
"Taegukgi hwinalrimyeo",8.1,"Action, Drama, War",2004
"Munna Bhai M.B.B.S.",8.1,"Comedy, Drama, Musical",2003
"Salinui chueok",8.1,"Action, Crime, Drama",2003
"Dil Chahta Hai",8.1,"Comedy, Drama, Romance",2001
"Catch Me If You Can",8.1,"Biography, Crime, Drama",2002
"Amores perros",8.1,"Drama, Thriller",2000
"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",8.1,"Animation, Action, Drama",1997
"Lagaan: Once Upon a Time in India",8.1,"Adventure, Drama, Musical",2001
"The Sixth Sense",8.1,"Drama, Mystery, Thriller",1999
"La leggenda del pianista sull'oceano",8.1,"Drama, Music, Romance",1998
"The Truman Show",8.1,"Comedy, Drama, Sci-Fi",1998
"Fa yeung nin wah",8.1,"Drama, Romance",2000
"Trainspotting",8.1,"Drama",1996
"Fargo",8.1,"Crime, Drama, Thriller",1996
"Underground",8.1,"Comedy, Drama, War",1995
"La haine",8.1,"Crime, Drama",1995
"Dilwale Dulhania Le Jayenge",8.1,"Drama, Romance",1995
"Before Sunrise",8.1,"Drama, Romance",1995
"Trois couleurs: Rouge",8.1,"Drama, Mystery, Romance",1994
"Chung Hing sam lam",8.1,"Comedy, Crime, Drama",1994
"In the Name of the Father",8.1,"Biography, Drama",1993
"Da hong deng long gao gao gua",8.1,"Drama, History, Romance",1991
"Dead Poets Society",8.1,"Comedy, Drama",1989
"Stand by Me",8.1,"Adventure, Drama",1986
"Platoon",8.1,"Drama, War",1986
"Paris, Texas",8.1,"Drama",1984
"Fitzcarraldo",8.1,"Adventure, Drama",1982
"Fanny och Alexander",8.1,"Drama",1982
"The Elephant Man",8.1,"Biography, Drama",1980
"The Deer Hunter",8.1,"Drama, War",1978
"Rocky",8.1,"Drama, Sport",1976
"Network",8.1,"Drama",1976
"Barry Lyndon",8.1,"Adventure, Drama, History",1975
"Zerkalo",8.1,"Biography, Drama",1975
"Paper Moon",8.1,"Comedy, Drama",1973
"Viskningar och rop",8.1,"Drama",1972
"Solaris",8.1,"Drama, Mystery, Sci-Fi",1972
"Le samouraï",8.1,"Crime, Drama, Mystery",1967
"Cool Hand Luke",8.1,"Crime, Drama",1967
"Persona",8.1,"Drama, Thriller",1966
"Andrei Rublev",8.1,"Biography, Drama, History",1966
"La battaglia di Algeri",8.1,"Drama, War",1966
"El ángel exterminador",8.1,"Drama, Fantasy",1962
"What Ever Happened to Baby Jane?",8.1,"Drama, Horror, Thriller",1962
"Sanjuro",8.1,"Action, Comedy, Crime",1962
"The Man Who Shot Liberty Valance",8.1,"Drama, Western",1962
"Ivanovo detstvo",8.1,"Drama, War",1962
"Jungfrukällan",8.1,"Drama",1960
"Inherit the Wind",8.1,"Biography, Drama, History",1960
"Les quatre cents coups",8.1,"Crime, Drama",1959
"Ben-Hur",8.1,"Adventure, Drama, History",1959
"Kakushi-toride no san-akunin",8.1,"Adventure, Drama",1958
"Sweet Smell of Success",8.1,"Drama, Film-Noir",1957
"Le notti di Cabiria",8.1,"Drama",1957
"Kumonosu-jô",8.1,"Drama, History",1957
"The Bridge on the River Kwai",8.1,"Adventure, Drama, War",1957
"On the Waterfront",8.1,"Crime, Drama, Thriller",1954
"Le salaire de la peur",8.1,"Adventure, Drama, Thriller",1953
"Ace in the Hole",8.1,"Drama, Film-Noir",1951
"White Heat",8.1,"Action, Crime, Drama",1949
"The Red Shoes",8.1,"Drama, Music, Romance",1948
"The Shop Around the Corner",8.1,"Comedy, Drama, Romance",1940
"Rebecca",8.1,"Drama, Mystery, Romance",1940
"Mr. Smith Goes to Washington",8.1,"Comedy, Drama",1939
"Gone with the Wind",8.1,"Drama, History, Romance",1939
"La Grande Illusion",8.1,"Drama, War",1937
"La passion de Jeanne d'Arc",8.1,"Biography, Drama, History",1928
"Sunrise: A Song of Two Humans",8.1,"Drama, Romance",1927
"The General",8.1,"Action, Adventure, Comedy",1926
"Manbiki kazoku",8.0,"Crime, Drama",2018
"Badhaai ho",8.0,"Comedy, Drama",2018
"Marriage Story",8.0,"Comedy, Drama, Romance",2019
"Togo",8.0,"Adventure, Biography, Drama",2019
"Airlift",8.0,"Drama, History",2016
"Bajrangi Bhaijaan",8.0,"Action, Comedy, Drama",2015
"La La Land",8.0,"Comedy, Drama, Music",2016
"Lion",8.0,"Biography, Drama",2016
"The Martian",8.0,"Adventure, Drama, Sci-Fi",2015
"Kaguyahime no monogatari",8.0,"Animation, Adventure, Drama",2013
"Special Chabbis",8.0,"Crime, Drama, Thriller",2013
"Short Term 12",8.0,"Drama",2013
"The Imitation Game",8.0,"Biography, Drama, Thriller",2014
"Blade Runner 2049",8.0,"Action, Drama, Mystery",2017
"Her",8.0,"Drama, Romance, Sci-Fi",2013
"Bohemian Rhapsody",8.0,"Biography, Drama, Music",2018
"The Revenant",8.0,"Action, Adventure, Biography",2015
"The Perks of Being a Wallflower",8.0,"Drama, Romance",2012
"Tropa de Elite 2: O Inimigo Agora é Outro",8.0,"Action, Crime, Drama",2010
"The King's Speech",8.0,"Biography, Drama, History",2010
"Darbareye Elly",8.0,"Drama, Mystery, Thriller",2009
"Dev.D",8.0,"Drama, Romance",2009
"Yip Man",8.0,"Action, Adventure, Biography",2008
"My Name Is Khan",8.0,"Drama",2010
"Nefes: Vatan Sagolsun",8.0,"Action, Drama, Thriller",2009
"Slumdog Millionaire",8.0,"Drama, Romance",2008
"Black Swan",8.0,"Drama, Thriller",2010
"Persepolis",8.0,"Animation, Biography, Drama",2007
"Dallas Buyers Club",8.0,"Biography, Drama",2013
"The Pursuit of Happyness",8.0,"Biography, Drama",2006
"Blood Diamond",8.0,"Adventure, Drama, Thriller",2006
"Bin-jip",8.0,"Crime, Drama, Romance",2004
"Le scaphandre et le papillon",8.0,"Biography, Drama",2007
"Ratatouille",8.0,"Animation, Adventure, Comedy",2007
"Before Sunset",8.0,"Drama, Romance",2004
"Vozvrashchenie",8.0,"Drama",2003
"Bom Yeoareum Gaeul Gyeoul Geurigo Bom",8.0,"Drama, Romance",2003
"Cinderella Man",8.0,"Biography, Drama, History",2005
"Kal ho naa ho",8.0,"Comedy, Drama, Romance",2003
"Mou gaan dou",8.0,"Crime, Drama, Mystery",2002
"Big Fish",8.0,"Adventure, Drama, Fantasy",2003
"Yeopgijeogin geunyeo",8.0,"Comedy, Drama, Romance",2001
"Dogville",8.0,"Crime, Drama",2003
"Vizontele",8.0,"Comedy, Drama",2001
"Donnie Darko",8.0,"Drama, Mystery, Sci-Fi",2001
"Magnolia",8.0,"Drama",1999
"Dancer in the Dark",8.0,"Crime, Drama, Musical",2000
"Mulholland Dr.",8.0,"Drama, Mystery, Thriller",2001
"The Straight Story",8.0,"Biography, Drama",1999
"Festen",8.0,"Drama",1998
"Central do Brasil",8.0,"Drama",1998
"The Iron Giant",8.0,"Animation, Action, Adventure",1999
"Knockin' on Heaven's Door",8.0,"Action, Crime, Comedy",1997
"Sling Blade",8.0,"Drama",1996
"Secrets & Lies",8.0,"Comedy, Drama",1996
"Kôkaku Kidôtai",8.0,"Animation, Action, Crime",1995
"Bound by Honor",8.0,"Crime, Drama",1993
"Scent of a Woman",8.0,"Drama",1992
"JFK",8.0,"Drama, History, Thriller",1991
"Dances with Wolves",8.0,"Adventure, Drama, Western",1990
"Rain Man",8.0,"Drama",1988
"Akira",8.0,"Animation, Drama, Sci-Fi",1988
"Der Himmel über Berlin",8.0,"Drama, Fantasy, Romance",1987
"Au revoir les enfants",8.0,"Drama, War",1987
"Tenkû no shiro Rapyuta",8.0,"Animation, Adventure, Drama",1986
"Pink Floyd: The Wall",8.0,"Animation, Drama, Fantasy",1982
"Gandhi",8.0,"Biography, Drama, History",1982
"Kagemusha",8.0,"Drama, History, War",1980
"Being There",8.0,"Comedy, Drama",1979
"All the President's Men",8.0,"Biography, Drama, History",1976
"Dog Day Afternoon",8.0,"Biography, Crime, Drama",1975
"Papillon",8.0,"Biography, Crime, Drama",1973
"The Last Picture Show",8.0,"Drama, Romance",1971
"Fiddler on the Roof",8.0,"Drama, Family, Musical",1971
"Il conformista",8.0,"Drama",1970
"Butch Cassidy and the Sundance Kid",8.0,"Biography, Crime, Drama",1969
"Rosemary's Baby",8.0,"Drama, Horror",1968
"The Graduate",8.0,"Comedy, Drama, Romance",1967
"Who's Afraid of Virginia Woolf?",8.0,"Drama",1966
"The Sound of Music",8.0,"Biography, Drama, Family",1965
"Doctor Zhivago",8.0,"Drama, Romance, War",1965
"Per un pugno di dollari",8.0,"Action, Drama, Western",1964
"8½",8.0,"Drama",1963
"Vivre sa vie: Film en douze tableaux",8.0,"Drama",1962
"The Hustler",8.0,"Drama, Sport",1961
"La dolce vita",8.0,"Comedy, Drama",1960
"Rio Bravo",8.0,"Action, Drama, Western",1959
"Anatomy of a Murder",8.0,"Crime, Drama, Mystery",1959
"Touch of Evil",8.0,"Crime, Drama, Film-Noir",1958
"Cat on a Hot Tin Roof",8.0,"Drama",1958
"The Killing",8.0,"Crime, Drama, Film-Noir",1956
"The Night of the Hunter",8.0,"Crime, Drama, Film-Noir",1955
"La Strada",8.0,"Drama",1954
"Les diaboliques",8.0,"Crime, Drama, Horror",1955
"Stalag 17",8.0,"Comedy, Drama, War",1953
"A Streetcar Named Desire",8.0,"Drama",1951
"Rope",8.0,"Crime, Drama, Mystery",1948
"Out of the Past",8.0,"Crime, Drama, Film-Noir",1947
"Brief Encounter",8.0,"Drama, Romance",1945
"Laura",8.0,"Drama, Film-Noir, Mystery",1944
"The Best Years of Our Lives",8.0,"Drama, Romance, War",1946
"The Grapes of Wrath",8.0,"Drama, History",1940
"La règle du jeu",8.0,"Comedy, Drama",1939
"All Quiet on the Western Front",8.0,"Drama, War",1930
"Bronenosets Potemkin",8.0,"Drama, History, Thriller",1925
"Knives Out",7.9,"Comedy, Crime, Drama",2019
"Call Me by Your Name",7.9,"Drama, Romance",2017
"I, Daniel Blake",7.9,"Drama",2016
"Isle of Dogs",7.9,"Animation, Adventure, Comedy",2018
"Dunkirk",7.9,"Action, Drama, History",2017
"Hunt for the Wilderpeople",7.9,"Adventure, Comedy, Drama",2016
"Captain Fantastic",7.9,"Comedy, Drama",2016
"Sing Street",7.9,"Comedy, Drama, Music",2016
"Little Women",7.9,"Drama, Romance",2019
"Jojo Rabbit",7.9,"Comedy, Drama, War",2019
"Before Midnight",7.9,"Drama, Romance",2013
"Bir Zamanlar Anadolu'da",7.9,"Crime, Drama",2011
"Waar",7.9,"Action, Crime, Drama",2013
"Amour",7.9,"Drama, Romance",2012
"Straight Outta Compton",7.9,"Biography, Drama, History",2015
"The Irishman",7.9,"Biography, Crime, Drama",2019
"Un prophète",7.9,"Crime, Drama",2009
"Moon",7.9,"Drama, Mystery, Sci-Fi",2009
"Låt den rätte komma in",7.9,"Drama, Horror, Romance",2008
"The Wrestler",7.9,"Drama, Sport",2008
"Jab We Met",7.9,"Comedy, Drama, Romance",2007
"4 luni, 3 saptamâni si 2 zile",7.9,"Drama",2007
"In Bruges",7.9,"Comedy, Crime, Drama",2008
"The Man from Earth",7.9,"Drama, Fantasy, Sci-Fi",2007
"Letters from Iwo Jima",7.9,"Action, Adventure, Drama",2006
"The Fall",7.9,"Adventure, Drama, Fantasy",2006
"Life of Pi",7.9,"Adventure, Drama, Fantasy",2012
"Fantastic Mr. Fox",7.9,"Animation, Adventure, Comedy",2009
"C.R.A.Z.Y.",7.9,"Comedy, Drama",2005
"Les choristes",7.9,"Drama, Music",2004
"Gegen die Wand",7.9,"Drama, Romance",2004
"Mystic River",7.9,"Crime, Drama, Mystery",2003
"Hable con ella",7.9,"Drama, Mystery, Romance",2002
"Cowboy Bebop: Tengoku no tobira",7.9,"Animation, Action, Crime",2001
"Nueve reinas",7.9,"Crime, Drama, Thriller",2000
"Children of Men",7.9,"Drama, Sci-Fi, Thriller",2006
"Almost Famous",7.9,"Adventure, Comedy, Drama",2000
"Boogie Nights",7.9,"Drama",1997
"Mimi wo sumaseba",7.9,"Animation, Drama, Family",1995
"Once Were Warriors",7.9,"Crime, Drama",1994
"True Romance",7.9,"Crime, Drama, Romance",1993
"Trois couleurs: Bleu",7.9,"Drama, Music, Mystery",1993
"Carlito's Way",7.9,"Crime, Drama, Thriller",1993
"Edward Scissorhands",7.9,"Drama, Fantasy, Romance",1990
"My Left Foot: The Story of Christy Brown",7.9,"Biography, Drama",1989
"Do the Right Thing",7.9,"Comedy, Drama",1989
"Crimes and Misdemeanors",7.9,"Comedy, Drama",1989
"The Untouchables",7.9,"Crime, Drama, Thriller",1987
"Hannah and Her Sisters",7.9,"Comedy, Drama",1986
"The Breakfast Club",7.9,"Comedy, Drama",1985
"Brazil",7.9,"Drama, Sci-Fi",1985
"Manhattan",7.9,"Comedy, Drama, Romance",1979
"All That Jazz",7.9,"Drama, Music, Musical",1979
"La montaña sagrada",7.9,"Adventure, Drama, Fantasy",1973
"Amarcord",7.9,"Comedy, Drama",1973
"Aguirre, der Zorn Gottes",7.9,"Action, Adventure, Biography",1972
"Harold and Maude",7.9,"Comedy, Drama, Romance",1971
"Patton",7.9,"Biography, Drama, War",1970
"The Lion in Winter",7.9,"Biography, Drama, History",1968
"In the Heat of the Night",7.9,"Crime, Drama, Mystery",1967
"The Manchurian Candidate",7.9,"Drama, Thriller",1962
"Spartacus",7.9,"Adventure, Biography, Drama",1960
"L'avventura",7.9,"Drama, Mystery",1960
"À bout de souffle",7.9,"Crime, Drama",1960
"Hiroshima mon amour",7.9,"Drama, Romance",1959
"The Searchers",7.9,"Adventure, Drama, Western",1956
"East of Eden",7.9,"Drama",1955
"High Noon",7.9,"Drama, Thriller, Western",1952
"Harvey",7.9,"Comedy, Drama, Fantasy",1950
"Miracle on 34th Street",7.9,"Comedy, Drama, Family",1947
"Notorious",7.9,"Drama, Film-Noir, Romance",1946
"The Lost Weekend",7.9,"Drama, Film-Noir",1945
"His Girl Friday",7.9,"Comedy, Drama, Romance",1940
"Stagecoach",7.9,"Adventure, Drama, Western",1939
"Freaks",7.9,"Drama, Horror",1932
"Sanju",7.8,"Biography, Drama",2018
"Forushande",7.8,"Drama, Thriller",2016
"Perfetti sconosciuti",7.8,"Comedy, Drama",2016
"Hidden Figures",7.8,"Biography, Drama, History",2016
"Udta Punjab",7.8,"Action, Crime, Drama",2016
"Manchester by the Sea",7.8,"Drama",2016
"Under sandet",7.8,"Drama, History, War",2015
"The Hateful Eight",7.8,"Crime, Drama, Mystery",2015
"Loving Vincent",7.8,"Animation, Biography, Crime",2017
"Nightcrawler",7.8,"Crime, Drama, Thriller",2014
"Le passé",7.8,"Drama, Mystery",2013
"La grande bellezza",7.8,"Drama",2013
"The Lunchbox",7.8,"Drama, Romance",2013
"English Vinglish",7.8,"Comedy, Drama, Family",2012
"The Broken Circle Breakdown",7.8,"Drama, Music, Romance",2012
"Kaze tachinu",7.8,"Animation, Biography, Drama",2013
"La migliore offerta",7.8,"Crime, Drama, Mystery",2013
"Moonrise Kingdom",7.8,"Comedy, Drama, Romance",2012
"The Big Short",7.8,"Biography, Comedy, Drama",2015
"Kokuhaku",7.8,"Drama, Thriller",2010
"Ang-ma-reul bo-at-da",7.8,"Action, Crime, Drama",2010
"The Girl with the Dragon Tattoo",7.8,"Crime, Drama, Mystery",2011
"Captain Phillips",7.8,"Biography, Crime, Drama",2013
"Ajeossi",7.8,"Action, Drama, Thriller",2010
"Madeo",7.8,"Crime, Drama, Thriller",2009
"Das weiße Band - Eine deutsche Kindergeschichte",7.8,"Drama, History, Mystery",2009
"Män som hatar kvinnor",7.8,"Crime, Drama, Mystery",2009
"The Boy in the Striped Pyjamas",7.8,"Drama, War",2008
"Auf der anderen Seite",7.8,"Drama",2007
"Toki o kakeru shôjo",7.8,"Animation, Adventure, Comedy",2006
"Atonement",7.8,"Drama, Mystery, Romance",2007
"American Gangster",7.8,"Biography, Crime, Drama",2007
"Mr. Nobody",7.8,"Drama, Fantasy, Romance",2009
"Apocalypto",7.8,"Action, Adventure, Drama",2006
"Little Miss Sunshine",7.8,"Comedy, Drama",2006
"The Curious Case of Benjamin Button",7.8,"Drama, Fantasy, Romance",2008
"Veer-Zaara",7.8,"Drama, Family, Musical",2004
"Adams æbler",7.8,"Comedy, Crime, Drama",2005
"Pride & Prejudice",7.8,"Drama, Romance",2005
"The World's Fastest Indian",7.8,"Biography, Drama, Sport",2005
"Tôkyô goddofâzâzu",7.8,"Animation, Adventure, Comedy",2003
"Walk the Line",7.8,"Biography, Drama, Music",2005
"Ondskan",7.8,"Drama",2003
"The Notebook",7.8,"Drama, Romance",2004
"Diarios de motocicleta",7.8,"Adventure, Biography, Drama",2004
"Lilja 4-ever",7.8,"Crime, Drama",2002
"Les triplettes de Belleville",7.8,"Animation, Comedy, Drama",2003
"Gongdong gyeongbi guyeok JSA",7.8,"Action, Drama, Thriller",2000
"The Count of Monte Cristo",7.8,"Action, Adventure, Drama",2002
"Waking Life",7.8,"Animation, Drama, Fantasy",2001
"Remember the Titans",7.8,"Biography, Drama, Sport",2000
"Todo sobre mi madre",7.8,"Drama",1999
"Cast Away",7.8,"Adventure, Drama, Romance",2000
"The Insider",7.8,"Biography, Drama, Thriller",1999
"October Sky",7.8,"Biography, Drama, Family",1999
"Abre los ojos",7.8,"Drama, Mystery, Sci-Fi",1997
"Titanic",7.8,"Drama, Romance",1997
"Hana-bi",7.8,"Crime, Drama, Romance",1997
"Gattaca",7.8,"Drama, Sci-Fi, Thriller",1997
"The Game",7.8,"Drama, Mystery, Thriller",1997
"Breaking the Waves",7.8,"Drama",1996
"Ed Wood",7.8,"Biography, Comedy, Drama",1994
"What's Eating Gilbert Grape",7.8,"Drama",1993
"Tombstone",7.8,"Action, Biography, Drama",1993
"The Sandlot",7.8,"Comedy, Drama, Family",1993
"The Remains of the Day",7.8,"Drama, Romance",1993
"Naked",7.8,"Comedy, Drama",1993
"The Fugitive",7.8,"Action, Crime, Drama",1993
"A Bronx Tale",7.8,"Crime, Drama, Romance",1993
"Batman: Mask of the Phantasm",7.8,"Animation, Action, Crime",1993
"Night on Earth",7.8,"Comedy, Drama",1991
"La double vie de Véronique",7.8,"Drama, Fantasy, Music",1991
"Misery",7.8,"Drama, Thriller",1990
"Miller's Crossing",7.8,"Crime, Drama, Thriller",1990
